City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
25,Manicoré,-5.8092,-61.3003,86.09,68,56,3.98,BR,1611943096
26,Sakakah,29.9697,40.2064,55.4,35,6,25.32,SA,1611942511
27,Along,28.1667,94.7667,50.7,58,0,1.81,IN,1611943096
28,Puerto Ayora,-0.7393,-90.3518,84.2,70,20,12.66,EC,1611943096
29,Pimentel,-6.8367,-79.9342,82.4,54,0,12.66,PE,1611943096
30,Paita,-5.0892,-81.1144,89.6,48,40,13.8,PE,1611942526
31,Bengkulu,-3.8004,102.2655,75.67,87,100,4.65,ID,1611942512
32,Ahipara,-35.1667,173.1667,56.68,84,1,5.75,NZ,1611942656
33,Emet,39.343,29.2585,27.7,93,14,6.73,TR,1611943097
34,Port Alfred,-33.5906,26.891,66.0,87,0,1.99,ZA,1611943097
35,Dikson,73.5069,80.5464,-33.27,85,54,5.19,RU,1611943097
36,Avarua,-21.2078,-159.775,78.8,89,40,5.75,CK,1611943097
37,Cabo San Lucas,22.8909,-109.9124,77.0,68,40,14.97,MX,1611942991
38,Mt. Pleasant,32.7941,-79.8626,46.99,33,1,5.26,US,1611943097
39,Iqaluit,63.7506,-68.5145,-13.0,70,1,27.63,CA,1611943097
40,Nouadhibou,20.931,-17.0347,86.0,32,0,10.36,MR,1611942502
41,Tual,-5.6667,132.75,83.07,76,100,17.47,ID,1611943098
42,San Felipe,10.3399,-68.7425,83.46,50,43,8.48,VE,1611943098
43,Severo-Kuril'sk,50.6789,156.125,21.02,93,100,19.48,RU,1611943098
44,Punta Arenas,-53.15,-70.9167,48.2,53,75,20.71,CL,1611943098
45,Lagoa,39.05,-27.9833,59.11,72,66,16.84,PT,1611943098
46,Bluff,-46.6,168.3333,46.85,81,40,2.48,NZ,1611943098
47,Rikitea,-23.1203,-134.9692,79.38,69,81,6.2,PF,1611943099
48,Atuona,-9.8,-139.0333,78.85,75,10,19.6,PF,1611943099
49,Yenagoa,4.9247,6.2642,83.44,70,26,8.66,NG,1611942509
50,Nikolskoye,59.7035,30.7861,32.0,93,90,6.71,RU,1611942514
51,Ancud,-41.8697,-73.8203,62.6,48,20,9.22,CL,1611942542
52,Saint Paul Harbor,57.79,-152.4072,33.8,75,90,19.57,US,1611942968
53,Tsimmerbude,54.675,20.1347,37.99,93,75,6.71,RU,1611943099
54,Urucará,-2.5364,-57.76,89.1,59,39,3.58,BR,1611943099
55,São Filipe,14.8961,-24.4956,77.97,55,100,8.63,CV,1611942513
56,Pemberton,50.3164,-122.8027,28.0,93,90,0.07,CA,1611942649
57,Chokurdakh,70.6333,147.9167,-23.06,87,100,7.87,RU,1611943100
58,Najrān,17.4924,44.1277,75.2,15,0,4.61,SA,1611943100
59,Byron Bay,-28.65,153.6167,69.8,88,90,4.61,AU,1611942526
60,Laguna,38.421,-121.4238,46.99,87,90,2.19,US,1611942675
61,Vila Franca do Campo,37.7167,-25.4333,62.6,77,20,11.5,PT,1611942360
62,Luwuk,-0.9516,122.7875,77.38,66,94,4.61,ID,1611942700
63,Kapaa,22.0752,-159.319,71.6,78,75,18.41,US,1611942970
64,Arraial do Cabo,-22.9661,-42.0278,95.0,51,0,14.97,BR,1611943101
65,Hilo,19.7297,-155.09,66.2,88,90,4.61,US,1611942889
66,Saint-Philippe,-21.3585,55.7679,80.6,65,0,4.61,RE,1611943101
67,College,64.8569,-147.8028,0.0,71,75,3.22,US,1611942549
68,São João da Barra,-21.6403,-41.0511,89.6,48,20,20.71,BR,1611942646
69,Tuktoyaktuk,69.4541,-133.0374,-34.6,74,1,5.75,CA,1611943101
70,Castro,-24.7911,-50.0119,68.2,93,100,7.16,BR,1611942809
71,Assaré,-6.8744,-39.875,81.46,65,100,5.55,BR,1611943101
72,Batagay-Alyta,67.8006,130.4114,-35.16,79,89,1.57,RU,1611943101
73,Butaritari,3.0707,172.7902,80.4,78,100,17.34,KI,1611943102
74,Chui,-33.6971,-53.4616,79.63,59,52,10.56,UY,1611942967
75,Opuwo,-18.0607,13.84,76.89,50,95,6.51,NA,1611942681
76,Faanui,-16.4833,-151.75,81.16,66,48,7.85,PF,1611942809
77,Bubaque,11.2833,-15.8333,78.91,70,5,13.58,GW,1611943102
78,Lebu,-37.6167,-73.65,59.25,96,99,2.42,CL,1611943102
79,Saldanha,-33.0117,17.9442,65.64,87,0,13.29,ZA,1611942989
80,Ambulu,-8.345,113.6058,75.42,89,100,2.44,ID,1611942539
81,Vestmannaeyjar,63.4427,-20.2734,37.4,75,90,11.5,IS,1611942505
82,Datong,40.0936,113.2914,21.92,79,0,8.88,CN,1611943102
83,Dolinsk,47.35,142.8,15.8,92,75,24.61,RU,1611943103
84,Hobart,-42.8794,147.3294,61.0,94,75,5.75,AU,1611943103
85,Bethel,41.3712,-73.414,15.01,60,5,1.01,US,1611942849
86,Melendugno,40.2747,18.3368,55.4,100,40,11.5,IT,1611943103
87,Itarema,-2.9248,-39.9167,83.61,67,98,15.03,BR,1611942519
88,Bilibino,68.0546,166.4372,-23.31,79,74,6.22,RU,1611942662
89,East London,-33.0153,27.9116,73.4,73,40,3.44,ZA,1611943103
90,Haines Junction,60.7522,-137.5108,-11.2,77,100,1.57,CA,1611942537
91,Carnarvon,-24.8667,113.6333,80.6,78,0,12.66,AU,1611943103
92,Kitzbühel,47.4464,12.3922,37.99,90,100,1.52,AT,1611943104
93,Caculé,-14.5033,-42.2222,92.01,26,98,6.6,BR,1611943104
94,Codrington,-38.2667,141.9667,60.21,81,57,13.04,AU,1611942528
95,Hualmay,-11.0964,-77.6139,76.26,65,36,12.08,PE,1611943104
96,Mount Isa,-20.7333,139.5,84.2,54,98,6.91,AU,1611942513
97,Pontes e Lacerda,-15.2261,-59.3353,84.63,64,68,8.77,BR,1611943104
98,Lorengau,-2.0226,147.2712,82.54,78,28,9.95,PG,1611943104
99,Honiara,-9.4333,159.95,79.05,82,100,9.42,SB,1611943104
100,Thompson,55.7435,-97.8558,-2.2,84,90,4.61,CA,1611943105
101,Lac du Bonnet,50.2536,-96.0612,12.99,100,100,4.0,CA,1611943105
102,Shangzhi,45.2167,127.9667,-11.27,88,100,4.27,CN,1611943105
103,Qaanaaq,77.484,-69.3632,-14.73,59,0,4.59,GL,1611943105
104,Wilmington,34.2257,-77.9447,42.01,41,1,9.22,US,1611942990
105,Lüderitz,-26.6481,15.1594,74.84,40,0,26.93,NA,1611943105
106,Beloha,-25.1667,45.05,79.27,78,100,11.92,MG,1611943006
107,Longyearbyen,78.2186,15.6401,-2.2,55,20,25.32,SJ,1611943009
108,Padang,-0.9492,100.3543,75.2,94,40,1.14,ID,1611942619
109,Kingman,35.1894,-114.053,41.0,81,90,10.36,US,1611943021
110,Yellowknife,62.456,-114.3525,-20.99,76,20,5.75,CA,1611943025
111,Witu,-2.3889,40.4382,78.8,83,20,11.5,KE,1611943106
112,Stary Oskol,51.2967,37.8417,29.26,97,91,17.94,RU,1611943106
113,Hasaki,35.7333,140.8333,33.8,47,20,11.5,JP,1611943106
114,Springfield,37.2153,-93.2982,43.0,60,1,13.8,US,1611942548
115,Hambantota,6.1241,81.1185,77.54,78,98,8.59,LK,1611942529
116,Marzuq,14.4,46.4667,60.85,58,0,5.75,YE,1611943106
117,Brigantine,39.4101,-74.3646,28.99,31,1,26.46,US,1611942541
118,Luanda,-8.8368,13.2343,82.4,74,20,12.66,AO,1611943069
119,Ballina,-28.8667,153.5667,69.8,88,90,4.61,AU,1611943028
120,Tiksi,71.6872,128.8694,-30.64,85,88,5.26,RU,1611942509
121,Hirara,24.8,125.2833,59.97,67,85,19.06,JP,1611943107
122,Kalmunai,7.4167,81.8167,75.43,94,98,10.0,LK,1611942992
123,Khatanga,71.9667,102.5,-46.23,72,0,2.24,RU,1611942508
124,Broome,42.2506,-75.833,16.0,67,90,16.11,US,1611942281
125,La Cruz,23.9167,-106.9,80.01,64,0,3.0,MX,1611943108
126,Ust'-Ilimsk,58.0006,102.6619,-25.83,81,100,3.87,RU,1611943108
127,Anloga,5.7947,0.8973,86.0,74,20,10.36,GH,1611942551
128,Damietta,31.4165,31.8133,55.98,58,71,12.57,EG,1611943108
129,Indramayu,-6.3264,108.32,77.83,87,100,18.7,ID,1611943108
130,Hong Kong,22.2855,114.1577,60.01,77,0,1.99,HK,1611942269
131,Sarkand,45.41,79.9186,22.5,71,0,3.53,KZ,1611943108
132,Tokmak,47.2514,35.7058,38.57,75,100,16.08,UA,1611943109
133,Fukuechō,32.6881,128.8419,42.84,63,2,13.49,JP,1611942634
134,Fairbanks,64.8378,-147.7164,0.0,77,75,2.84,US,1611943061
135,Tempio Pausania,40.8974,9.1035,62.6,48,0,14.97,IT,1611943109
136,Kaitangata,-46.2817,169.8464,42.67,92,15,6.15,NZ,1611943109
137,Alyangula,-13.8483,136.4192,77.0,100,98,14.61,AU,1611943109
138,Bahía de Caráquez,-0.6,-80.4167,84.2,70,75,6.91,EC,1611943109
139,Katsuura,35.1333,140.3,36.0,41,0,10.36,JP,1611942522
140,Berlevåg,70.8578,29.0864,19.4,73,75,8.05,NO,1611943109
141,Puerto Escondido,15.85,-97.0667,84.2,74,20,8.05,MX,1611943109
142,Swan Hill,-35.3378,143.5544,67.06,85,11,9.42,AU,1611943110
143,Buenavista,8.9769,125.4089,72.77,84,100,3.36,PH,1611943110
144,Ulagan,50.6321,87.9563,12.94,83,32,3.91,RU,1611943110
145,Bambous Virieux,-20.3428,57.7575,81.0,78,75,11.5,MU,1611943110
146,Celestún,20.8667,-90.4,74.05,66,71,12.41,MX,1611943110
147,Jamestown,42.097,-79.2353,21.99,73,90,13.8,US,1611942924
148,Kharan,28.5833,65.4167,51.75,30,20,2.75,PK,1611943110
149,Houma,29.5958,-90.7195,59.0,67,1,10.36,US,1611942418
150,Cayenne,4.9333,-52.3333,78.8,89,75,11.5,GF,1611943111
151,Fortuna,40.5982,-124.1573,45.0,100,20,8.05,US,1611943111
152,Ozernovskiy,51.5,156.5167,11.77,91,100,12.68,RU,1611943111
153,Farafangana,-22.8167,47.8333,79.34,84,19,9.1,MG,1611943111
154,Carandaí,-20.9536,-43.8064,84.2,37,0,5.75,BR,1611943111
155,Big Spring,32.2504,-101.4787,57.0,47,1,13.8,US,1611943111
156,Lebanon,36.2081,-86.2911,39.0,55,1,4.61,US,1611943069
157,Hojāi,26.0,92.8667,60.98,71,0,1.7,IN,1611943112
158,Makakilo City,21.3469,-158.0858,71.6,73,75,10.36,US,1611942680
159,Marsá Maţrūḩ,31.3525,27.2453,56.52,63,20,9.08,EG,1611942677
160,Isangel,-19.55,169.2667,76.57,81,35,13.0,VU,1611942528
161,Kiryat Gat,31.61,34.7642,54.0,100,53,12.68,IL,1611943112
162,Kazachinskoye,57.6953,93.2761,-17.55,87,100,5.39,RU,1611943112
163,Carballo,43.213,-8.691,57.2,88,75,19.57,ES,1611943112
164,Esim,4.8699,-2.2405,80.29,79,65,7.58,GH,1611943112
165,Saskylakh,71.9167,114.0833,-38.97,79,38,2.48,RU,1611943112
166,Caravelas,-17.7125,-39.2481,84.9,56,0,10.27,BR,1611942646
167,Maragogi,-9.0122,-35.2225,81.57,73,100,10.98,BR,1611942693
168,Tiznit Province,29.5833,-9.5,68.23,35,0,4.7,MA,1611942679
169,Torbay,47.6666,-52.7314,28.0,80,75,17.27,CA,1611943113
170,Sabang,5.8933,95.3214,81.32,78,91,17.6,ID,1611942534
171,Vardø,70.3705,31.1107,21.2,86,75,17.27,NO,1611943113
172,Ucluelet,48.9329,-125.5528,43.0,93,90,11.5,CA,1611942860
173,Bintulu,3.1667,113.0333,77.0,94,40,6.91,MY,1611943113
174,Ponta do Sol,32.6667,-17.1,60.01,74,20,1.99,PT,1611942984
175,Soroti,1.7146,33.6111,80.83,29,71,12.03,UG,1611943114
176,Hamilton,39.1834,-84.5333,30.99,64,75,1.01,US,1611942640
177,Maputo,-25.9653,32.5892,81.0,78,20,10.36,MZ,1611942876
178,Cervo,43.6702,-7.4101,60.01,80,95,5.01,ES,1611943114
179,Pisco,-13.7,-76.2167,77.0,69,0,9.22,PE,1611943114
180,Winnipeg,49.8844,-97.147,14.0,72,100,4.61,CA,1611942901
181,Alice Springs,-23.7,133.8833,80.6,61,75,5.75,AU,1611942993
182,Provideniya,64.3833,-173.3,-9.06,82,94,9.01,RU,1611943114
183,Belvedere Marittimo,39.6179,15.8617,60.01,93,90,20.71,IT,1611943114
184,Port Elizabeth,-33.918,25.5701,68.0,73,0,12.66,ZA,1611943115
185,Luau,-10.7073,22.2247,68.5,90,29,2.64,AO,1611943115
186,Sola,-13.8833,167.55,81.25,82,91,16.2,VU,1611942551
187,Mitsamiouli,-11.3847,43.2844,82.65,71,48,7.96,KM,1611942537
188,Mananjary,-21.2167,48.3333,79.32,82,2,6.82,MG,1611943116
189,Touros,-5.1989,-35.4608,87.8,55,20,16.11,BR,1611942526
190,Leningradskiy,69.3833,178.4167,-24.59,83,88,8.34,RU,1611943025
191,Bloemfontein,-29.1211,26.214,74.03,39,74,3.42,ZA,1611943116
192,Gamba,-2.65,10.0,79.2,86,100,8.32,GA,1611943116
193,Oistins,13.0667,-59.5333,82.4,61,20,14.97,BB,1611942700
194,Terney,45.0503,136.6092,0.18,85,100,17.87,RU,1611943116
195,Kieta,-6.2167,155.6333,80.53,81,71,9.31,PG,1611943029
196,Predivinsk,57.0669,93.4378,-11.07,89,100,2.77,RU,1611943117
197,Mar del Plata,-38.0023,-57.5575,84.2,30,0,11.5,AR,1611943117
198,Avera,33.194,-82.5271,46.4,39,1,3.44,US,1611942549
199,Gerāsh,27.6652,54.1371,62.6,25,0,1.99,IR,1611943117
200,Nechí,8.0942,-74.7757,92.17,47,100,2.98,CO,1611943117
201,Laas,46.6166,10.7002,35.01,64,20,4.61,IT,1611943117
202,Tromsø,69.6496,18.957,12.2,67,0,2.3,NO,1611943118
203,Sibolga,1.7427,98.7792,76.86,83,100,3.2,ID,1611942537
204,Quatre Cocos,-20.2078,57.7625,81.0,78,75,11.5,MU,1611942544
205,Concarneau,47.875,-3.9225,51.8,93,90,8.05,FR,1611943118
206,Esperance,-33.8667,121.9,57.2,82,0,5.75,AU,1611943001
207,Ngunguru,-35.6167,174.5,55.0,90,35,4.0,NZ,1611943118
208,Mwanza,-2.5167,32.9,75.63,59,2,5.79,TZ,1611943119
209,Kurchum,48.5722,83.6542,-3.3,92,72,1.79,KZ,1611942633
210,Fare,-16.7,-151.0167,80.91,67,18,7.56,PF,1611942626
211,Walvis Bay,-22.9575,14.5053,69.01,72,58,6.91,NA,1611942521
212,Quimperlé,47.8667,-3.55,51.8,93,90,11.5,FR,1611943119
213,Okhotsk,59.3833,143.3,-14.01,79,37,6.67,RU,1611943120
214,Harper,4.375,-7.7169,80.46,80,51,5.86,LR,1611943120
215,Champerico,14.3,-91.9167,86.0,62,20,9.22,GT,1611943120
216,Whyalla,-33.0333,137.5833,68.0,73,90,14.97,AU,1611943120
217,Cherskiy,68.75,161.3,-31.38,84,85,4.41,RU,1611943120
218,Nishihara,26.1842,127.7558,55.4,54,40,4.61,JP,1611943120
219,Nuuk,64.1835,-51.7216,30.2,59,20,4.61,GL,1611942665
220,Aklavik,68.2191,-135.0107,-31.0,68,40,3.44,CA,1611942652
221,Sechura,-5.5569,-80.8222,82.9,54,53,9.69,PE,1611943120
222,Amahai,-3.3333,128.9167,77.9,78,100,5.61,ID,1611943121
223,Baghmara,23.795,86.2085,57.06,54,2,4.54,IN,1611943121
224,Suileng,47.25,127.0833,-14.76,89,100,6.64,CN,1611943121
225,Souillac,-20.5167,57.5167,80.6,78,75,11.5,MU,1611943121
226,Saint George,37.1041,-113.5841,46.0,76,90,9.22,US,1611943069
227,Bonthe,7.5264,-12.505,82.98,70,32,11.05,SL,1611943122
228,Papara,-3.9839,-38.7273,86.0,70,40,16.11,BR,1611943122
229,Ostrovnoy,68.0531,39.5131,5.47,94,100,16.58,RU,1611942627
230,Kalabo,-14.97,22.6814,71.56,85,61,4.18,ZM,1611943122
231,Sinnamary,5.3833,-52.95,79.16,87,53,11.83,GF,1611942700
232,Port-Gentil,-0.7193,8.7815,77.0,88,40,8.05,GA,1611943122
233,Kruisfontein,-34.0033,24.7314,69.01,70,0,3.0,ZA,1611942422
234,Ilulissat,69.2167,-51.1,1.4,51,1,4.61,GL,1611942534
235,Black River,18.0264,-77.8487,80.6,74,75,18.41,JM,1611943122
236,Qaqortoq,60.7167,-46.0333,44.6,29,75,32.21,GL,1611943123
237,Atbasar,51.8,68.3333,16.39,93,5,7.4,KZ,1611943123
238,Adrar,20.5022,-10.0711,77.34,16,0,7.7,MR,1611943123
239,Havre-St-Pierre,50.2334,-63.5986,15.8,57,1,9.22,CA,1611942685
240,Mangaratiba,-22.9597,-44.0406,98.6,30,0,5.75,BR,1611943123
241,Necochea,-38.5473,-58.7368,82.0,45,82,12.62,AR,1611942979
242,Mentougou,39.9392,116.0917,28.0,36,0,1.83,CN,1611943123
243,Ussel,45.55,2.3167,43.09,91,100,6.71,FR,1611943124
244,Killybegs,54.6333,-8.45,44.6,93,90,3.44,IE,1611943124
245,Kununurra,-15.7667,128.7333,78.8,100,40,9.22,AU,1611942663
246,Banepā,27.6298,85.5214,44.6,76,20,3.44,NP,1611942826
247,Omboué,-1.5746,9.2618,78.22,87,96,7.34,GA,1611943124
248,Kulhudhuffushi,6.6221,73.07,80.94,68,20,9.22,MV,1611943124
249,Marsh Harbour,26.5412,-77.0636,64.85,69,88,15.41,BS,1611942532
250,Skibbereen,51.55,-9.2667,44.6,93,75,6.91,IE,1611943125
251,Hvide Sande,56.0045,8.1294,28.99,84,100,4.0,DK,1611942860
252,Saint Anthony,45.0205,-93.218,21.99,73,90,10.36,US,1611942684
253,Olinda,-8.0089,-34.8553,82.4,65,75,8.05,BR,1611942845
254,Tessalit,20.1986,1.0114,72.77,17,0,9.46,ML,1611943125
255,Meadow Lake,34.8014,-106.5436,45.0,64,75,4.61,US,1611943126
256,Ambilobe,-13.2,49.05,75.72,90,100,1.36,MG,1611943126
257,Khorramshahr,30.4397,48.1664,66.2,77,20,11.5,IR,1611943126
258,Acapulco de Juárez,16.8634,-99.8901,86.0,51,40,8.05,MX,1611942628
259,San Miguel de Cozumel,20.5083,-86.9458,77.0,57,40,13.8,MX,1611943126
260,Wattegama,6.7989,81.4808,72.28,89,92,6.6,LK,1611943126
261,Samaná,19.2056,-69.3369,84.2,74,20,9.22,DO,1611943126
262,Saint-Pierre,-21.3393,55.4781,80.6,65,0,4.61,RE,1611943126
263,Gillette,44.2911,-105.5022,48.0,31,1,24.16,US,1611943127
264,Narsaq,60.9167,-46.05,44.6,29,75,32.21,GL,1611942652
265,Pacific Grove,36.6177,-121.9166,51.01,93,75,5.75,US,1611942479
266,Dunedin,-45.8742,170.5036,51.01,74,17,1.99,NZ,1611943127
267,Shakawe,-18.3667,21.85,71.91,86,88,4.14,BW,1611943127
268,Anadyr,64.75,177.4833,-18.0,83,0,2.24,RU,1611943128
269,Muncar,-8.4333,114.3333,75.06,90,100,3.13,ID,1611943128
270,Henties Bay,-22.116,14.2845,69.01,79,54,4.99,NA,1611942653
271,Nome,64.5011,-165.4064,-2.0,78,40,5.75,US,1611943128
272,Deputatsky,69.3,139.9,-32.08,86,100,2.08,RU,1611943128
273,Quaraí,-30.3875,-56.4514,90.0,48,21,8.9,BR,1611943128
274,San Andrés,12.5847,-81.7006,84.2,65,20,17.27,CO,1611943128
275,Marawi,7.9986,124.2928,73.99,94,100,5.01,PH,1611942549
276,Garissa,-0.4536,39.6401,89.08,36,81,7.23,KE,1611943129
277,Stornoway,58.2093,-6.3865,39.2,75,20,10.36,GB,1611943122
278,Kafue,-15.7691,28.1814,67.98,90,100,2.19,ZM,1611943129
279,Talara,-4.5772,-81.2719,89.6,48,40,13.8,PE,1611942530
280,Anamur,36.0751,32.8369,46.4,71,0,5.75,TR,1611943029
281,Mogadishu,2.0371,45.3438,76.96,74,2,24.38,SO,1611943129
282,Yatou,37.15,122.3833,36.19,83,0,14.58,CN,1611943129
283,Teruel,40.6667,-0.6667,60.8,62,29,10.36,ES,1611943130
284,Belyy Gorodok,56.965,37.5125,26.85,98,98,11.05,RU,1611943130
285,Portland,45.5234,-122.6762,43.0,87,90,6.91,US,1611942525
286,Yar-Sale,66.8333,70.8333,-41.6,80,14,5.37,RU,1611943130
287,Syracuse,37.0881,15.2792,62.6,82,0,13.8,IT,1611943073
288,Clyde River,70.4692,-68.5914,-14.8,84,1,4.61,CA,1611943131
289,Médéa,36.2642,2.7539,66.2,59,0,3.44,DZ,1611943131
290,Ginda,30.6945,78.4932,37.62,56,1,7.38,IN,1611943131
291,Trairi,-3.2778,-39.2689,85.14,63,96,13.51,BR,1611943131
292,Kosa,59.9445,54.9977,25.59,96,100,10.38,RU,1611943131
293,Pangody,65.85,74.4859,-42.45,80,28,7.02,RU,1611943124
294,Saint-Leu,-21.15,55.2833,78.01,62,14,4.56,RE,1611943131
295,Thaba-Tseka,-29.522,28.6084,57.65,74,94,2.06,LS,1611943132
296,Cherëmukhovo,60.3484,59.9851,-9.65,90,100,5.95,RU,1611943132
297,Puri,19.8,85.85,68.0,83,0,4.47,IN,1611943132
298,Abhā,18.2164,42.5053,59.0,77,0,11.5,SA,1611943132
299,Miyako,39.6367,141.9525,26.44,85,27,14.03,JP,1611943097
300,Río Gallegos,-51.6226,-69.2181,52.59,44,94,27.74,AR,1611943132
301,Mahébourg,-20.4081,57.7,80.6,78,75,11.5,MU,1611942998
302,Suez,29.9737,32.5263,54.28,48,69,8.9,EG,1611943132
303,Mehrān,33.1222,46.1646,44.6,81,90,6.91,IR,1611943133
304,Marathon,44.9,-89.7668,19.99,49,1,9.22,US,1611943133
305,Karakol,42.4907,78.3936,17.06,68,0,4.92,KG,1611943133
306,Chapais,49.7834,-74.8492,1.4,85,90,11.5,CA,1611943133
307,Chicama,-7.8447,-79.1469,71.6,78,20,11.5,PE,1611943133
308,Yangi Marg`ilon,40.4272,71.7189,33.8,51,0,6.91,UZ,1611943134
309,Karasjok,69.4719,25.5112,12.2,67,75,18.41,NO,1611943134
310,Lukulu,-14.3707,23.242,72.07,81,50,4.18,ZM,1611943134
311,Ribeira Grande,38.5167,-28.7,62.6,72,20,16.11,PT,1611943134
312,Salinas,36.6777,-121.6555,50.0,87,75,11.5,US,1611943088
313,Talnakh,69.4865,88.3972,-32.8,70,0,0.72,RU,1611943134
314,Zhigansk,66.7697,123.3711,-45.9,76,57,11.05,RU,1611942634
315,Avanigadda,16.0215,80.9181,75.2,88,62,5.01,IN,1611943135
316,Morwell,-38.2333,146.4,64.0,99,96,1.01,AU,1611943135
317,Paraty,-23.2178,-44.7131,93.2,31,75,5.75,BR,1611943058
318,Bandarbeyla,9.4942,50.8122,74.53,73,11,14.7,SO,1611942636
319,Cidreira,-30.1811,-50.2056,81.5,82,14,8.52,BR,1611942961
320,Acaraú,-2.8856,-40.12,83.57,67,99,16.37,BR,1611943136
321,San Quintín,30.4833,-115.95,58.39,75,83,10.0,MX,1611943136
322,Karratha,-20.7377,116.8463,82.27,75,3,2.06,AU,1611942996
323,Porkhov,57.765,29.5561,30.2,93,90,4.47,RU,1611943136
324,Nísia Floresta,-6.0911,-35.2086,87.8,66,40,18.41,BR,1611943136
325,Turaif,31.6725,38.6637,44.6,87,20,16.11,SA,1611943137
326,Chinsali,-10.5414,32.0816,65.21,94,100,4.36,ZM,1611943137
327,Dingle,10.9995,122.6711,73.83,88,92,11.63,PH,1611943137
328,Steinbach am Taunus,50.1667,8.5667,50.0,76,40,14.97,DE,1611943137
329,Nyurba,63.2842,118.3319,-49.7,76,84,1.45,RU,1611943138
330,Nautla,20.2167,-96.7833,66.74,78,100,8.59,MX,1611943138
331,Qazvin,36.2797,50.0049,46.4,42,0,13.8,IR,1611943138
332,Verkhoyansk,67.5447,133.385,-39.96,77,100,1.39,RU,1611942480
333,Santa Maria,-29.6842,-53.8069,77.0,83,75,12.66,BR,1611943114
334,Igarka,67.4667,86.5833,-28.97,77,28,6.31,RU,1611943138
335,Awjilah,29.1081,21.2869,55.62,70,0,5.28,LY,1611942698
336,Abū Zabad,12.35,29.25,72.72,19,7,14.72,SD,1611943139
337,Ibipeba,-11.6408,-42.0111,89.44,32,35,9.19,BR,1611943139
338,Mabaruma,8.2,-59.7833,83.46,66,55,7.76,GY,1611942690
339,Geraldton,-28.7667,114.6,80.6,19,0,12.66,AU,1611943139
340,Biryusinsk,55.9634,97.8235,-6.81,91,100,2.01,RU,1611943139
341,Gorodishche,48.8045,44.4744,30.2,86,0,13.42,RU,1611943139
342,Haapiti,-17.5667,-149.8667,82.4,61,40,9.22,PF,1611943140
343,Kamenka,51.3223,42.7678,30.0,90,67,15.9,RU,1611942550
344,Korem,12.5058,39.5228,52.41,47,0,5.14,ET,1611943140
345,Ati,13.2154,18.3353,79.21,15,13,12.15,TD,1611943140
346,Impfondo,1.6381,18.0667,78.13,73,96,1.48,CG,1611942977
347,Krasnosel'kup,65.7,82.4667,-28.3,82,96,7.47,RU,1611943140
348,Smithers,54.7804,-127.1743,8.6,78,75,5.75,CA,1611943140
349,Caucayá,-0.1934,-74.7819,92.17,40,28,5.82,CO,1611943141
350,Tommot,58.9564,126.2925,-34.92,80,100,1.3,RU,1611943141
351,Chimoré,-16.9833,-65.1333,78.17,94,93,4.85,BO,1611943141
352,Norman Wells,65.282,-126.8329,-40.0,67,20,3.44,CA,1611943141
353,Brumunddal,60.881,10.9395,10.0,92,20,2.37,NO,1611943141
354,Plouzané,48.3833,-4.6167,51.8,93,90,12.66,FR,1611943141
355,Caraballeda,10.6112,-66.8522,87.8,70,20,9.37,VE,1611943142
356,Solnechnyy,50.7214,136.6319,-7.08,88,100,6.26,RU,1611942641
